FamilyTypeName,FamilyCategory,TypeDescription,FamilyName,Articule,ApparentLoad,LightFlux,TemperatureColor,PhotometricWeb,"Кп светового потока, %",CRI,"Длина, мм","Ширина, мм","Высота, мм","Масса, кг",IP,Вид клим. исполнения,"Тэксп. мин, °С","Тэксп. макс, °С","Uпит АС мин, В","Uпит АС макс, В","Uпит АС мин, В","Uпит АС макс, В","Коэф. мощности драйвера, ?",FamilyPath
L-lego II 165/135/Г30/4.0K,Промышленные,"Светодиодный светильник L-lego II II 165 предназначен для освещения промышленных объектов, складских и логистических комплексов, спортивных сооружений, выставочных павильонов и т.п.",L-office,5.34E+14,135,17585,4000,Г30,?10,72,274.3,215.7,224.5,8.7,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 165/135/Г30/5.0K,Промышленные,"Светодиодный светильник L-lego II II 165 предназначен для освещения промышленных объектов, складских и логистических комплексов, спортивных сооружений, выставочных павильонов и т.п.",L-office,5.34E+14,135,17585,5000,Г30,?10,72,274.3,215.7,224.5,8.7,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 165/135/Г60/4.0K,Промышленные,"Светодиодный светильник L-lego II II 165 предназначен для освещения промышленных объектов, складских и логистических комплексов, спортивных сооружений, выставочных павильонов и т.п.",L-office,5.34E+14,135,17554,4000,Г60,?10,72,274.3,215.7,224.5,8.7,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 165/135/Г60/5.0K,Промышленные,"Светодиодный светильник L-lego II II 165 предназначен для освещения промышленных объектов, складских и логистических комплексов, спортивных сооружений, выставочных павильонов и т.п.",L-office,5.34E+14,135,17554,5000,Г60,?10,72,274.3,215.7,224.5,8.7,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 220/178/Д/4.0K,Промышленные,"Светодиодный светильник L-lego II II 220 предназначен для общего внутреннего освещения производственных помещений, территорий промышленных предприятий, логистических комплексов, спортивных сооружений.",L-office,5.35E+14,178,23142,4000,Д,?10,72,342,214,285.5,11.7,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 220/178/Д/5.0K,Промышленные,"Светодиодный светильник L-lego II II 220 предназначен для общего внутреннего освещения производственных помещений, территорий промышленных предприятий, логистических комплексов, спортивных сооружений.",L-office,5.35E+14,178,23142,5000,Д,?10,72,342,214,285.5,11.7,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 220/178/К15/4.0K,Промышленные,"Светодиодный светильник L-lego II II 220 предназначен для общего внутреннего освещения производственных помещений, территорий промышленных предприятий, логистических комплексов, спортивных сооружений.",L-office,5.35E+14,178,23288,4000,К15,?10,72,342,214,285.5,11.7,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 220/178/К15/5.0K,Промышленные,"Светодиодный светильник L-lego II II 220 предназначен для общего внутреннего освещения производственных помещений, территорий промышленных предприятий, логистических комплексов, спортивных сооружений.",L-office,5.35E+14,178,23288,5000,К15,?10,72,342,214,285.5,11.7,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 220/178/Г30/4.0K,Промышленные,"Светодиодный светильник L-lego II II 220 предназначен для общего внутреннего освещения производственных помещений, территорий промышленных предприятий, логистических комплексов, спортивных сооружений.",L-office,5.35E+14,178,23226,4000,Г30,?10,72,342,214,285.5,11.7,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 220/178/Г30/5.0K,Промышленные,"Светодиодный светильник L-lego II II 220 предназначен для общего внутреннего освещения производственных помещений, территорий промышленных предприятий, логистических комплексов, спортивных сооружений.",L-office,5.35E+14,178,23226,5000,Г30,?10,72,342,214,285.5,11.7,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 220/178/Г60/4.0K,Промышленные,"Светодиодный светильник L-lego II II 220 предназначен для общего внутреннего освещения производственных помещений, территорий промышленных предприятий, логистических комплексов, спортивных сооружений.",L-office,5.35E+14,178,23184,4000,Г60,?10,72,342,214,285.5,11.7,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 220/178/Г60/5.0K,Промышленные,"Светодиодный светильник L-lego II II 220 предназначен для общего внутреннего освещения производственных помещений, территорий промышленных предприятий, логистических комплексов, спортивных сооружений.",L-office,5.35E+14,178,23184,5000,Г60,?10,72,342,214,285.5,11.7,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 330/270/Д/4.0K,Промышленные,"Светодиодный светильник L-lego II II 330 предназначен для наружного освещения территорий с высокими требованиями к освещенности (стадионы, порты, площади), а также внутреннего освещения помещений с высотой подвеса от 15 м и выше (промышленные объекты, логистические комплексы, спортивные сооружения и т.п.).",L-office,5.36E+14,270,35110,4000,Д,?10,72,394,274.6,341,21,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 330/270/Д/5.0K,Промышленные,"Светодиодный светильник L-lego II II 330 предназначен для наружного освещения территорий с высокими требованиями к освещенности (стадионы, порты, площади), а также внутреннего освещения помещений с высотой подвеса от 15 м и выше (промышленные объекты, логистические комплексы, спортивные сооружения и т.п.).",L-office,5.36E+14,270,35110,5000,Д,?10,72,394,274.6,341,21,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 330/270/К15/4.0K,Промышленные,"Светодиодный светильник L-lego II II 330 предназначен для наружного освещения территорий с высокими требованиями к освещенности (стадионы, порты, площади), а также внутреннего освещения помещений с высотой подвеса от 15 м и выше (промышленные объекты, логистические комплексы, спортивные сооружения и т.п.).",L-office,5.36E+14,270,35263,4000,К15,?10,72,394,274.6,341,21,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 330/270/К15/5.0K,Промышленные,"Светодиодный светильник L-lego II II 330 предназначен для наружного освещения территорий с высокими требованиями к освещенности (стадионы, порты, площади), а также внутреннего освещения помещений с высотой подвеса от 15 м и выше (промышленные объекты, логистические комплексы, спортивные сооружения и т.п.).",L-office,5.36E+14,270,35263,5000,К15,?10,72,394,274.6,341,21,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 330/270/Г30/4.0K,Промышленные,"Светодиодный светильник L-lego II II 330 предназначен для наружного освещения территорий с высокими требованиями к освещенности (стадионы, порты, площади), а также внутреннего освещения помещений с высотой подвеса от 15 м и выше (промышленные объекты, логистические комплексы, спортивные сооружения и т.п.).",L-office,5.36E+14,270,35171,4000,Г30,?10,72,394,274.6,341,21,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 330/270/Г30/5.0K,Промышленные,"Светодиодный светильник L-lego II II 330 предназначен для наружного освещения территорий с высокими требованиями к освещенности (стадионы, порты, площади), а также внутреннего освещения помещений с высотой подвеса от 15 м и выше (промышленные объекты, логистические комплексы, спортивные сооружения и т.п.).",L-office,5.36E+14,270,35171,5000,Г30,?10,72,394,274.6,341,21,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 330/270/Г60/4.0K,Промышленные,"Светодиодный светильник L-lego II II 330 предназначен для наружного освещения территорий с высокими требованиями к освещенности (стадионы, порты, площади), а также внутреннего освещения помещений с высотой подвеса от 15 м и выше (промышленные объекты, логистические комплексы, спортивные сооружения и т.п.).",L-office,5.36E+14,270,35107,4000,Г60,?10,72,394,274.6,341,21,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 330/270/Г60/5.0K,Промышленные,"Светодиодный светильник L-lego II II 330 предназначен для наружного освещения территорий с высокими требованиями к освещенности (стадионы, порты, площади), а также внутреннего освещения помещений с высотой подвеса от 15 м и выше (промышленные объекты, логистические комплексы, спортивные сооружения и т.п.).",L-office,5.36E+14,270,35107,5000,Г60,?10,72,394,274.6,341,21,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 500/425/Д/4.0K,Промышленные,"Светодиодный светильник L-lego II II 500 предназначен для наружного освещения территорий с высокими требованиями к освещенности (стадионы, порты, площади), а также внутреннего освещения помещений с высотой подвеса от 15 м и выше (промышленные объекты, логистические комплексы, спортивные сооружения и т.п.).",L-office,5.37E+14,425,55396,4000,Д,?1,72,432,358,215,16.6,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 500/425/Д/5.0K,Промышленные,"Светодиодный светильник L-lego II II 500 предназначен для наружного освещения территорий с высокими требованиями к освещенности (стадионы, порты, площади), а также внутреннего освещения помещений с высотой подвеса от 15 м и выше (промышленные объекты, логистические комплексы, спортивные сооружения и т.п.).",L-office,5.37E+14,425,55396,5000,Д,?1,72,432,358,215,16.6,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 500/425/К15/4.0K,Промышленные,"Светодиодный светильник L-lego II II 500 предназначен для наружного освещения территорий с высокими требованиями к освещенности (стадионы, порты, площади), а также внутреннего освещения помещений с высотой подвеса от 15 м и выше (промышленные объекты, логистические комплексы, спортивные сооружения и т.п.).",L-office,5.37E+14,425,55743,4000,К15,?1,72,432,358,215,16.6,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 500/425/К15/5.0K,Промышленные,"Светодиодный светильник L-lego II II 500 предназначен для наружного освещения территорий с высокими требованиями к освещенности (стадионы, порты, площади), а также внутреннего освещения помещений с высотой подвеса от 15 м и выше (промышленные объекты, логистические комплексы, спортивные сооружения и т.п.).",L-office,5.37E+14,425,55743,5000,К15,?1,72,432,358,215,16.6,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 500/425/Г30/4.0K,Промышленные,"Светодиодный светильник L-lego II II 500 предназначен для наружного освещения территорий с высокими требованиями к освещенности (стадионы, порты, площади), а также внутреннего освещения помещений с высотой подвеса от 15 м и выше (промышленные объекты, логистические комплексы, спортивные сооружения и т.п.).",L-office,5.37E+14,425,55597,4000,Г30,?1,72,432,358,215,16.6,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 500/425/Г30/5.0K,Промышленные,"Светодиодный светильник L-lego II II 500 предназначен для наружного освещения территорий с высокими требованиями к освещенности (стадионы, порты, площади), а также внутреннего освещения помещений с высотой подвеса от 15 м и выше (промышленные объекты, логистические комплексы, спортивные сооружения и т.п.).",L-office,5.37E+14,425,55597,5000,Г30,?1,72,432,358,215,16.6,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 500/425/Г60/4.0K,Промышленные,"Светодиодный светильник L-lego II II 500 предназначен для наружного освещения территорий с высокими требованиями к освещенности (стадионы, порты, площади), а также внутреннего освещения помещений с высотой подвеса от 15 м и выше (промышленные объекты, логистические комплексы, спортивные сооружения и т.п.).",L-office,5.37E+14,425,55496,4000,Г60,?1,72,432,358,215,16.6,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 500/425/Г60/5.0K,Промышленные,"Светодиодный светильник L-lego II II 500 предназначен для наружного освещения территорий с высокими требованиями к освещенности (стадионы, порты, площади), а также внутреннего освещения помещений с высотой подвеса от 15 м и выше (промышленные объекты, логистические комплексы, спортивные сооружения и т.п.).",L-office,5.37E+14,425,55496,5000,Г60,?1,72,432,358,215,16.6,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 30 banner/24/Д/4.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 30 banner предназначен для освещения придомовых территорий частных и многоквартирных домов, складских и торговых помещений. Также может использоваться для подсветки рекламных конструкций и архитектурных сооружений.",L-office,6.11E+14,24,3196,4000,Д,?10,72,272,191,116.5,3.1,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 30 banner/24/Д/5.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 30 banner предназначен для освещения придомовых территорий частных и многоквартирных домов, складских и торговых помещений. Также может использоваться для подсветки рекламных конструкций и архитектурных сооружений.",L-office,6.11E+14,24,3196,5000,Д,?10,72,272,191,116.5,3.1,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 30 banner/24/К15/4.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 30 banner предназначен для освещения придомовых территорий частных и многоквартирных домов, складских и торговых помещений. Также может использоваться для подсветки рекламных конструкций и архитектурных сооружений.",L-office,6.11E+14,24,3186,4000,К15,?10,72,272,191,116.5,3.1,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 30 banner/24/К15/5.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 30 banner предназначен для освещения придомовых территорий частных и многоквартирных домов, складских и торговых помещений. Также может использоваться для подсветки рекламных конструкций и архитектурных сооружений.",L-office,6.11E+14,24,3186,5000,К15,?10,72,272,191,116.5,3.1,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 30 banner/24/Г30/4.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 30 banner предназначен для освещения придомовых территорий частных и многоквартирных домов, складских и торговых помещений. Также может использоваться для подсветки рекламных конструкций и архитектурных сооружений.",L-office,6.11E+14,24,3207,4000,Г30,?10,72,272,191,116.5,3.1,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 30 banner/24/Г30/5.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 30 banner предназначен для освещения придомовых территорий частных и многоквартирных домов, складских и торговых помещений. Также может использоваться для подсветки рекламных конструкций и архитектурных сооружений.",L-office,6.11E+14,24,3207,5000,Г30,?10,72,272,191,116.5,3.1,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 30 banner/24/Г60/4.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 30 banner предназначен для освещения придомовых территорий частных и многоквартирных домов, складских и торговых помещений. Также может использоваться для подсветки рекламных конструкций и архитектурных сооружений.",L-office,6.11E+14,24,3202,4000,Г60,?10,72,272,191,116.5,3.1,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 30 banner/24/Г60/5.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 30 banner предназначен для освещения придомовых территорий частных и многоквартирных домов, складских и торговых помещений. Также может использоваться для подсветки рекламных конструкций и архитектурных сооружений.",L-office,6.11E+14,24,3202,5000,Г60,?10,72,272,191,116.5,3.1,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 55 banner/45/Д/4.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 55 banner предназначен для освещения придомовых территорий, автостоянок, железнодорожных платформ и переездов, складских и торговых помещений. Также может использоваться для подсветки рекламных конструкций и архитектурных сооружений.",L-office,6.12E+14,45,5851,4000,Д,?10,72,272,191,116.5,3.1,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 55 banner/45/Д/5.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 55 banner предназначен для освещения придомовых территорий, автостоянок, железнодорожных платформ и переездов, складских и торговых помещений. Также может использоваться для подсветки рекламных конструкций и архитектурных сооружений.",L-office,6.12E+14,45,5851,5000,Д,?10,72,272,191,116.5,3.1,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 55 banner/45/К15/4.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 55 banner предназначен для освещения придомовых территорий, автостоянок, железнодорожных платформ и переездов, складских и торговых помещений. Также может использоваться для подсветки рекламных конструкций и архитектурных сооружений.",L-office,6.12E+14,45,5877,4000,К15,?10,72,272,191,116.5,3.1,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 55 banner/45/К15/5.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 55 banner предназначен для освещения придомовых территорий, автостоянок, железнодорожных платформ и переездов, складских и торговых помещений. Также может использоваться для подсветки рекламных конструкций и архитектурных сооружений.",L-office,6.12E+14,45,5877,5000,К15,?10,72,272,191,116.5,3.1,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 55 banner/45/Г30/4.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 55 banner предназначен для освещения придомовых территорий, автостоянок, железнодорожных платформ и переездов, складских и торговых помещений. Также может использоваться для подсветки рекламных конструкций и архитектурных сооружений.",L-office,6.12E+14,45,5862,4000,Г30,?10,72,272,191,116.5,3.1,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 55 banner/45/Г30/5.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 55 banner предназначен для освещения придомовых территорий, автостоянок, железнодорожных платформ и переездов, складских и торговых помещений. Также может использоваться для подсветки рекламных конструкций и архитектурных сооружений.",L-office,6.12E+14,45,5862,5000,Г30,?10,72,272,191,116.5,3.1,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 55 banner/45/Г60/4.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 55 banner предназначен для освещения придомовых территорий, автостоянок, железнодорожных платформ и переездов, складских и торговых помещений. Также может использоваться для подсветки рекламных конструкций и архитектурных сооружений.",L-office,6.12E+14,45,5851,4000,Г60,?10,72,272,191,116.5,3.1,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 55 banner/45/Г60/5.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 55 banner предназначен для освещения придомовых территорий, автостоянок, железнодорожных платформ и переездов, складских и торговых помещений. Также может использоваться для подсветки рекламных конструкций и архитектурных сооружений.",L-office,6.12E+14,45,5851,5000,Г60,?10,72,272,191,116.5,3.1,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 110 banner/90/Д/4.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 110 banner предназначен для освещения промышленных и складских помещений, выставочных комплексов, автостоянок, подсветки архитектурных фасадов и т.д.",L-office,6.13E+14,90,11702,4000,Д,?10,72,322,212,214,6.8,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 110 banner/90/Д/5.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 110 banner предназначен для освещения промышленных и складских помещений, выставочных комплексов, автостоянок, подсветки архитектурных фасадов и т.д.",L-office,6.13E+14,90,11702,5000,Д,?10,72,322,212,214,6.8,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 110 banner/90/К15/4.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 110 banner предназначен для освещения промышленных и складских помещений, выставочных комплексов, автостоянок, подсветки архитектурных фасадов и т.д.",L-office,6.13E+14,90,11754,4000,К15,?10,72,322,212,214,6.8,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 110 banner/90/К15/5.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 110 banner предназначен для освещения промышленных и складских помещений, выставочных комплексов, автостоянок, подсветки архитектурных фасадов и т.д.",L-office,6.13E+14,90,11754,5000,К15,?10,72,322,212,214,6.8,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 110 banner/90/Г30/4.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 110 banner предназначен для освещения промышленных и складских помещений, выставочных комплексов, автостоянок, подсветки архитектурных фасадов и т.д.",L-office,6.13E+14,90,11724,4000,Г30,?10,72,322,212,214,6.8,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 110 banner/90/Г30/5.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 110 banner предназначен для освещения промышленных и складских помещений, выставочных комплексов, автостоянок, подсветки архитектурных фасадов и т.д.",L-office,6.13E+14,90,11724,5000,Г30,?10,72,322,212,214,6.8,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 110 banner/90/Г60/4.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 110 banner предназначен для освещения промышленных и складских помещений, выставочных комплексов, автостоянок, подсветки архитектурных фасадов и т.д.",L-office,6.13E+14,90,11702,4000,Г60,?10,72,322,212,214,6.8,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 110 banner/90/Г60/5.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 110 banner предназначен для освещения промышленных и складских помещений, выставочных комплексов, автостоянок, подсветки архитектурных фасадов и т.д.",L-office,6.13E+14,90,11702,5000,Г60,?10,72,322,212,214,6.8,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 165 banner/135/Д/4.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 165 banner предназначен для освещения промышленных и складских помещений, спортивных объектов, торговых и выставочных комплексов.",L-office,6.14E+14,135,17553,4000,Д,?10,72,342,268,224,9.9,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 165 banner/135/Д/5.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 165 banner предназначен для освещения промышленных и складских помещений, спортивных объектов, торговых и выставочных комплексов.",L-office,6.14E+14,135,17553,5000,Д,?10,72,342,268,224,9.9,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 165 banner/135/К15/4.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 165 banner предназначен для освещения промышленных и складских помещений, спортивных объектов, торговых и выставочных комплексов.",L-office,6.14E+14,135,17632,4000,К15,?10,72,342,268,224,9.9,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 165 banner/135/К15/5.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 165 banner предназначен для освещения промышленных и складских помещений, спортивных объектов, торговых и выставочных комплексов.",L-office,6.14E+14,135,17632,5000,К15,?10,72,342,268,224,9.9,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 165 banner/135/Г30/4.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 165 banner предназначен для освещения промышленных и складских помещений, спортивных объектов, торговых и выставочных комплексов.",L-office,6.14E+14,135,17585,4000,Г30,?10,72,342,268,224,9.9,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-lego II 165 banner/135/Г30/5.0K,Прожекторы,"Универсальный модульный светильник/прожектор L-lego II II 165 banner предназначен для освещения промышленных и складских помещений, спортивных объектов, торговых и выставочных комплексов.",L-office,6.14E+14,135,17585,5000,Г30,?10,72,342,268,224,9.9,66,УХЛ 1,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
